appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price,cleaned_title
308420,Ziggurat,2014-10-23,1,Milkstone Studios,Milkstone Studios,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Indie;RPG,FPS;Rogue-lite;Procedural Generation,38,2675,405,756,766,200000-500000,10.99,ziggurat
308520,Minimon,2015-03-25,1,Lunar Labs,Lunar Labs,windows;mac;linux,0,Single-player;Multi-player;MMO;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Stats;Steam Leaderboards,Indie;Massively Multiplayer;RPG;Early Access,Early Access;Indie;RPG,39,40,36,0,0,0-20000,6.99,minimon
308580,Orborun,2014-09-05,1,Tiny Lab Productions,Digerati Distribution,windows;mac;linux,0,Single-player;Multi-player;Shared/Split Screen;Full controller support,Action;Indie;Racing,Indie;Racing;Action,0,324,86,17,17,100000-200000,4.79,orborun
310060,Knights of Pen and Paper 2,2015-10-20,1,Kyy Games,Paradox Interactive,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie;RPG;Simulation;Strategy,RPG;Adventure;Strategy,33,912,160,553,553,100000-200000,5.59,knights of pen and paper 2
310070,The Nightmare Cooperative,2014-07-16,1,Lucky Frame,Blazing Griffin,windows;mac;linux,0,Single-player;Steam Trading Cards;Steam Leaderboards,Indie;Strategy,Strategy;Indie;Rogue-like,0,56,55,0,0,50000-100000,3.99,the nightmare cooperative
310080,Hatoful Boyfriend,2014-09-04,1,Mediatonic;Hato Moa;The Irregular Corporation,Devolver Digital,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Simulation,Visual Novel;Anime;Dating Sim,16,5235,328,622,245,200000-500000,6.99,hatoful boyfriend
310370,The Way of Life Free Edition,2016-05-31,1,CyberCoconut;Fabio Ferrara,CyberCoconut,windows;mac;linux,0,Single-player;Full controller support,Free to Play;Indie,Free to Play;Walking Simulator;Indie,0,5251,1821,13,14,1000000-2000000,0.0,the way of life free edition
310510,Deathtrap,2015-02-04,1,NeocoreGames,NeocoreGames,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Indie;RPG;Strategy,Tower Defense;RPG;Action,47,920,219,35,35,100000-200000,14.99,deathtrap
310560,DiRT Rally,2015-12-07,1,Codemasters Racing Studio;Feral Interactive (Linux);Feral Interactive (Mac),Codemasters;Feral Interactive (Linux);Feral Interactive (Mac),windows;mac;linux,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Racing;Simulation;Sports,Racing;Simulation;Driving,170,17632,2496,488,251,1000000-2000000,24.99,dirt rally
310740,NEON STRUCT,2015-05-20,1,Minor Key Games,Minor Key Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie,Indie;Stealth;Cyberpunk,25,180,43,385,385,50000-100000,11.99,neon struct
310970,Legions of Ashworld,2014-07-04,1,Jugilus,Wastelands Interactive,windows;mac;linux,0,Single-player,Indie;Strategy,Strategy;Indie;Turn-Based,0,20,8,0,0,0-20000,3.99,legions of ashworld
311040,Rulers of Nations,2014-07-16,1,Eversim,Eversim,windows,0,Single-player;Multi-player,Strategy,Strategy;Simulation;Politics,0,63,74,0,0,0-20000,14.99,rulers of nations
311080,Echelon,2014-07-03,1,MADia Entertainment,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Action;Simulation,Simulation;Action;Flight,0,44,62,664,664,20000-50000,2.79,echelon
311140,The Stalin Subway,2014-09-19,1,Orion Games,Buka Entertainment,windows,0,Single-player;Steam Trading Cards,Action,Action;FPS;Singleplayer,0,199,169,0,0,20000-50000,2.79,the stalin subway
311190,Super Panda Adventures,2014-07-14,1,BlueEagle Productions,Paul Schneider,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Indie;Platformer;Metroidvania,0,679,24,135,135,20000-50000,3.99,super panda adventures
311480,Vertical Drop Heroes HD,2014-07-25,1,Nerdook Productions,Digerati Distribution,windows;mac,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Partial Controller Support;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Rogue-like,30,569,123,656,656,200000-500000,4.99,vertical drop heroes hd
311800,Black Ice,2014-07-09,1,Super Duper Garrett Cooper,Super Duper Game Company,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Indie;RPG;Early Access,Early Access;Cyberpunk;RPG,35,356,21,0,0,0-20000,10.99,black ice
312010,Bird Assassin,2014-08-27,1,Social Loner Studios,Social Loner Studios,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Shooter,0,289,37,0,0,20000-50000,1.59,bird assassin
312150,Wild Warfare,2014-07-15,1,Hyper Hippo Games,Hyper Hippo Games,windows;mac,0,Multi-player;Cross-Platform Multiplayer;Steam Achievements,Action;Free to Play;Indie;Early Access,Early Access;Free to Play;Action,28,712,310,5,5,200000-500000,0.0,wild warfare
312210,The Fifth Day,2014-07-25,1,Touz,Touz,windows;mac,0,Single-player;Multi-player,Action;Adventure;Indie;Early Access,Early Access;Survival;Open World,0,395,474,42,42,20000-50000,10.99,the fifth day
312280,Simply Chess,2015-09-11,1,BlueLine Games,BlueLine Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards;Steam Turn Notifications,Casual;Free to Play;Indie;Strategy,Chess;Strategy;Board Game,11,1456,490,34,44,200000-500000,0.0,simply chess
312360,To End All Wars,2014-08-29,1,Ageod,Slitherine Ltd.,windows,0,Single-player;Multi-player;Co-op,Simulation;Strategy,Strategy;Simulation;World War I,0,92,47,0,0,0-20000,29.99,to end all wars
312530,Duck Game,2015-06-04,1,Landon Podbielski,Adult Swim Games,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Includes level editor,Action;Indie,Multiplayer;Action;Local Multiplayer,18,16769,755,607,408,500000-1000000,9.99,duck game
312600,Rime Berta,2014-12-16,1,NEXT-SOFT+,AGM PLAYISM,windows,0,Single-player;Steam Achievements;Steam Trading Cards,RPG;Strategy,RPG;Strategy;Anime,80,80,35,176,176,20000-50000,10.99,rime berta
312610,METAL SLUG X,2014-10-02,1,SNK CORPORATION;DotEmu,SNK CORPORATION,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Action;Arcade;Co-op,15,1544,164,533,570,200000-500000,5.59,metal slug x
312630,OTTTD,2014-08-06,1,SMG Studio,SMG Studio,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Indie;Strategy,Indie;Strategy;Tower Defense,41,176,58,0,0,50000-100000,5.79,otttd
312640,Power-Up,2014-08-29,1,Psychotic Psoftware,Psychotic Psoftware,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Shoot 'Em Up,0,146,96,422,491,100000-200000,1.99,power up
312720,Khet 2.0,2014-10-01,1,BlueLine Games,BlueLine Games,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards;Steam Turn Notifications,Casual;Indie;Strategy,Strategy;Casual;Indie,54,111,10,363,363,50000-100000,6.99,khet 2 0
312750,FINAL FANTASY IV,2014-09-17,1,Square Enix;DotEmu SAS.,Square Enix,windows,12,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,RPG,RPG;JRPG;Fantasy,58,877,183,1818,1818,100000-200000,10.99,final fantasy iv
312780,Way of the Samurai 4,2015-07-23,1,ACQUIRE Corp.,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Adventure,Character Customization;Swordplay;Action,50,927,248,0,0,50000-100000,18.99,way of the samurai 4
312990,The Expendabros,2014-08-05,1,Free Lives,Devolver Digital,windows;mac,0,Single-player;Shared/Split Screen;Full controller support,Action;Adventure;Free to Play;Indie,Free to Play;Action;Multiplayer,0,15084,425,85,56,2000000-5000000,0.0,the expendabros
313010,Cities XXL,2015-02-05,1,Focus Home Interactive,Focus Home Interactive,windows,0,Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Simulation,City Builder;Simulation;Building,27,575,1286,51,51,100000-200000,7.49,cities xxl
313020,Soul Gambler,2014-07-10,1,Ilex Games,Gamestorming,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG,Visual Novel;Adventure;RPG,24,2089,288,256,279,100000-200000,1.99,soul gambler
313040,Pixel Hunter,2014-07-17,1,Lemondo Entertainment,Lemondo Entertainment,windows;mac;linux,0,Single-player;Steam Cloud,Action;Adventure,Action;Adventure;Platformer,0,95,112,9,9,20000-50000,1.99,pixel hunter
313080,The Masterplan,2015-06-04,1,Shark Punch,Shark Punch,windows;mac;linux,16,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Action;Indie;Strategy,Action;Heist;Strategy,14,310,183,926,926,50000-100000,14.99,the masterplan
313120,Stranded Deep,2015-01-23,1,Beam Team Games,Beam Team Pty Ltd,windows;mac;linux,0,Single-player;Full controller support;Includes level editor,Adventure;Indie;Early Access,Early Access;Survival;Open World,8,15604,5459,272,246,500000-1000000,10.99,stranded deep
313130,Metrocide,2014-12-15,1,Flat Earth Games,Flat Earth Games,windows;mac,0,Single-player;Steam Achievements;Steam Cloud;Stats,Indie,Indie;Cyberpunk;Stealth,33,84,64,87,87,20000-50000,10.29,metrocide
313160,Farming Simulator 15,2014-10-30,1,Giants Software,Giants Software,windows;mac,0,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Simulation,Simulation;Multiplayer;Open World,16,10219,1066,1902,2660,500000-1000000,15.49,farming simulator 15
313340,Mountain,2014-08-18,1,David OReilly,Double Fine Presents;David OReilly,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Cloud,Casual;Indie;RPG;Simulation,Simulation;Indie;Casual,31,10936,1516,614,584,200000-500000,0.79,mountain
313480,Blitzkrieg Anthology,2014-09-16,1,Nival,Nival,windows,0,Single-player,Strategy,Strategy;World War II;RTS,0,495,65,14,25,100000-200000,3.99,blitzkrieg anthology
313500,Blitzkrieg 2 Anthology,2014-09-16,1,Nival,Nival,windows,0,Single-player,Strategy,Strategy;World War II;RTS,0,444,79,132,132,100000-200000,3.99,blitzkrieg 2 anthology
313590,Boo Bunny Plague,2014-09-04,1,On The Level Game Studios,On The Level Game Studios,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud,Action;Adventure;Indie,Action;Adventure;Indie,33,198,63,85,85,0-20000,1.59,boo bunny plague
313740,Sakura Spirit,2014-07-09,1,Winged Cloud,Winged Cloud,windows;mac;linux,0,Single-player;Steam Trading Cards,Sexual Content;Nudity;Indie,Anime;Visual Novel;Nudity,0,5905,1567,311,249,200000-500000,6.99,sakura spirit
313870,A Vampyre Story,2014-07-15,1,Autumn Moon,Strategy First,windows,0,Single-player,Adventure,Adventure;Point & Click;Vampire,0,49,35,0,0,0-20000,14.99,a vampyre story
314010,Boid,2016-07-08,1,Mokus,tinyBuild,windows,0,Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;In-App Purchases;Stats;Includes level editor,Action;Casual;Free to Play;Indie;Strategy,Free to Play;Strategy;Indie,24,536,132,5,8,200000-500000,0.0,boid
314020,Morphopolis,2014-08-14,1,Dan  Walters;Ceri Williams,Dan  Walters,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Casual;Indie,Puzzle;Hidden Object;Casual,13,3846,749,219,180,200000-500000,2.89,morphopolis
314030,Guilty Gear X2 #Reload,2014-09-05,1,Arc System Works,Arc System Works,windows,0,Single-player;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Fighting;2D Fighter;Great Soundtrack,0,390,47,320,338,50000-100000,7.99,guilty gear x2  reload
314150,Double Dragon Trilogy,2015-01-15,1,DotEmu,DotEmu,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action,Arcade;Beat 'em up;Retro,15,310,219,0,0,20000-50000,4.79,double dragon trilogy
314210,Tesla Breaks the World!,2014-11-26,1,Archetype Global,Archetype Global,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Platformer,16,6,38,53,65,0-20000,6.99,tesla breaks the world
314230,Rodina,2014-07-28,1,Elliptic Games,Elliptic Games,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Indie;Early Access,Early Access;Space;Exploration,0,1111,76,73,73,20000-50000,11.39,rodina
314240,RPG Tycoon,2016-02-12,1,Skatanic Studios,GSProductions Ltd.,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats,Adventure;Indie;RPG;Simulation;Strategy,RPG;Simulation;Management,73,267,193,149,149,20000-50000,6.99,rpg tycoon
314250,Jet Gunner,2014-08-04,1,Sinclair Strange,Sinclair Strange,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Leaderboards,Action;Adventure;Indie,Action;Indie;Adventure,37,464,137,90,111,100000-200000,0.79,jet gunner
314280,The Forgotten Ones,2014-07-17,1,Bernt Andreas Eide,Bernt Andreas Eide,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Partial Controller Support;Includes level editor;Includes Source SDK,Action;Adventure;Free to Play;Indie,Horror;Free to Play;Adventure,12,903,601,24,24,500000-1000000,0.0,the forgotten ones
314290,Obludia,2014-07-18,1,FobTi interactive,FobTi interactive,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Arcade,26,32,33,0,0,20000-50000,3.99,obludia
314320,GamersGoMakers,2014-08-08,1,gnifrebel Games UG,gnifrebel Games UG,windows,0,Single-player,Casual;Indie;Simulation;Strategy,Simulation;Indie;Strategy,0,302,79,0,0,0-20000,6.19,gamersgomakers
314410,Rampage Knights,2015-09-04,1,Rake in Grass,Rake in Grass,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;Adventure;Indie;RPG,Action;Beat 'em up;Co-op,84,2301,189,290,315,200000-500000,8.99,rampage knights
314460,Jamsouls,2014-08-21,1,Chromatic Dream,Chromatic Dream,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Platformer,26,31,31,338,339,0-20000,2.79,jamsouls
314470,Heroes of a Broken Land,2014-08-07,1,Winged Pixel Inc.,Winged Pixel Inc.,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,RPG;Indie;Dungeon Crawler,82,122,22,0,0,0-20000,10.99,heroes of a broken land
314510,Fall of the New Age Premium Edition,2014-07-25,1,Shaman Games Studio,PlayRIX,windows;mac;linux,0,Single-player,Adventure;Casual,Adventure;Casual;Point & Click,0,75,51,0,0,50000-100000,4.99,fall of the new age premium edition
314520,Euro Fishing,2015-11-02,1,Dovetail Games,Dovetail Games - Fishing ,windows,0,Single-player;Multi-player;Steam Achievements;Full controller support;Steam Cloud;Steam Leaderboards,Simulation;Sports,Fishing;Simulation;Sports,97,896,571,0,0,50000-100000,14.99,euro fishing
314560,Kyn,2015-07-28,1,Tangrin Entertainment,Versus Evil,windows,0,Single-player;Steam Achievements,Action;Adventure;Indie;RPG,Action;RPG;Adventure,49,75,42,0,0,0-20000,14.99,kyn
314570,The Sun at Night,2014-08-01,1,Minicore Studios,Minicore Studios,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie,Action;Indie;Adventure,23,20,21,126,126,0-20000,3.99,the sun at night
314810,Randal's Monday,2014-11-12,1,Nexus Game Studios,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie,Adventure;Indie;Point & Click,21,637,199,13,13,100000-200000,14.99,randal s monday
314830,Blackguards 2,2015-01-20,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Indie;RPG;Strategy,RPG;Strategy;Turn-Based,50,490,247,151,158,200000-500000,11.49,blackguards 2
314980,Supreme Ruler Ultimate,2014-10-17,1,BattleGoat Studios,BattleGoat Studios,windows;mac,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Simulation;Strategy,Strategy;Simulation;Grand Strategy,33,437,166,0,0,20000-50000,14.99,supreme ruler ultimate
315070,Blob From Space,2014-10-15,1,JosPlays,KISS ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud,Casual;Indie;Early Access,Early Access;Casual;Indie,33,25,95,212,264,20000-50000,4.99,blob from space
315080,Foresight,2014-11-28,1,Strides Interactive,mNosGaming,windows,0,Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Indie;Strategy,Strategy;Indie;RTS,104,36,7,333,333,0-20000,3.99,foresight
315320,Skilltree Saga,2014-12-04,1,Silent Dreams,Headup Games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Action;Adventure;Casual;Indie;RPG,RPG;Casual;Adventure,38,48,101,0,0,20000-50000,6.99,skilltree saga
315340,A.R.E.S. Extinction Agenda EX,2014-10-03,1,Extend Studio,ORiGO GAMES,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Action;Indie;Platformer,31,131,38,0,0,0-20000,7.19,a r e s  extinction agenda ex
315430,Polarity,2016-07-15,1,Bluebutton Games,Bluebutton Games,windows,0,Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Adventure;Indie;Strategy,Puzzle;Indie;First-Person,10,3932,942,156,135,500000-1000000,10.29,polarity
315460,Dig or Die,2018-07-10,1,Gaddy Games,Gaddy Games,windows,0,Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Cloud,Action;Indie;RPG;Strategy,Survival;Sandbox;Crafting,18,2777,285,0,0,100000-200000,9.29,dig or die
315550,Taxi,2014-08-22,1,Excalibur,Excalibur Publishing,windows,0,Single-player,Indie;Simulation,Simulation;Driving;Indie,0,148,148,0,0,20000-50000,3.99,taxi
315650,Deep Under the Sky,2014-08-22,1,RichMakeGame;Colin Northway,Northway Games,windows;mac,0,Single-player;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Action,0,35,17,0,0,20000-50000,6.99,deep under the sky
315810,eden*,2015-01-30,1,minori,MangaGamer,windows,0,Single-player;Steam Trading Cards;Steam Cloud,Adventure,Anime;Visual Novel;Story Rich,0,1966,77,385,385,100000-200000,14.99,eden
315850,Amazing Princess Sarah,2014-08-18,1,Haruneko Entertainment,Haruneko Entertainment,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Casual;Indie,Indie;Platformer;Action,12,129,66,0,0,0-20000,3.99,amazing princess sarah
315920,Stonerid,2014-08-15,1,Enitvare,Enitvare,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Platformer,37,118,55,0,0,20000-50000,3.99,stonerid
316010,Magic Duels,2015-07-29,1,Stainless Games Ltd.,Wizards of the Coast LLC,windows,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;In-App Purchases;Steam Cloud,Free to Play;Strategy,Free to Play;Card Game;Trading Card Game,49,16599,6912,1854,125,2000000-5000000,0.0,magic duels
316080,Parcel,2015-04-22,1,Polar Bunny Ltd,Polar Bunny Ltd,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Adventure;Indie;Strategy,Indie;Puzzle;Sci-fi,27,106,14,0,0,0-20000,3.99,parcel
316160,Broken Sword 4 - the Angel of Death,2014-11-04,1,Sumo Digital Ltd,Revolution Software Ltd,windows,0,Single-player,Adventure,Adventure;Mystery;Point & Click,0,63,90,0,0,50000-100000,4.99,broken sword 4   the angel of death
316180,A City Sleeps™,2014-10-16,1,"Harmonix Music Systems, Inc","Harmonix Music Systems, Inc",windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Indie;Action;Bullet Hell,16,51,33,0,0,20000-50000,6.99,a city sleeps
316390,sZone-Online,2015-12-29,1,Cybertime System,Cybertime System,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Steam Trading Cards,Action;Free to Play;Massively Multiplayer;RPG,Free to Play;Survival;Open World,0,3205,4886,39,27,2000000-5000000,0.0,szone online
316480,Shadow Puppeteer,2014-09-29,1,Sarepta studio,Snow Cannon Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Adventure;Indie,Indie;Adventure;Platformer,6,98,30,0,0,50000-100000,10.99,shadow puppeteer
316660,Toast Time,2014-08-27,1,Force Of Habit,Force Of Habit,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Indie;Casual;Action,9,59,15,0,0,20000-50000,3.99,toast time
316720,planetarian ~the reverie of a little planet~,2014-09-12,1,VisualArts/Key,Sekai Project,windows,0,Single-player;Steam Achievements,Casual,Visual Novel;Anime;Post-apocalyptic,19,1475,37,69,138,50000-100000,6.99,planetarian  the reverie of a little planet
316790,Grim Fandango Remastered,2015-01-26,1,Double Fine Productions,Double Fine Productions,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Classic;Point & Click,47,4129,471,285,322,500000-1000000,10.99,grim fandango remastered
316840,The Sacred Tears TRUE,2014-09-25,1,AlphaNuts,Nyu Media,windows,0,Single-player;Steam Trading Cards;Partial Controller Support,Indie;RPG,RPG;Indie;JRPG,0,45,15,1042,1042,20000-50000,6.99,the sacred tears true
316930,Kings of Kung Fu,2015-06-25,1,Jae Lee Productions,Digital Tribe,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Action;Indie;Fighting,12,372,209,0,0,20000-50000,6.99,kings of kung fu
316950,War Operations,2014-09-18,1,Dynamic Games,Strategy First,windows,0,Single-player,Casual,Casual,0,34,58,0,0,0-20000,2.79,war operations
317100,Republique,2015-02-25,1,Camouflaj,Camouflaj,windows;mac,0,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Steam Leaderboards;Commentary available,Action;Adventure;Indie,Stealth;Female Protagonist;Cyberpunk,26,291,84,0,0,20000-50000,7.19,republique
317300,Roommates,2014-10-15,1,Winter Wolves,Winter Wolves,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Adventure;Indie;Simulation,Visual Novel;Dating Sim;Anime,16,135,50,126,126,20000-50000,18.99,roommates
317380,War on Folvos,2014-08-08,1,Lonely Troops,Lonely Troops,windows,0,Single-player;Steam Cloud,Indie;Strategy,Strategy;Indie;Turn-Based Strategy,0,47,23,0,0,50000-100000,2.79,war on folvos
317410,Color Symphony,2014-09-15,1,REMIMORY,REMIMORY,windows,0,Single-player;Full controller support;Steam Cloud,Action;Free to Play;Indie,Free to Play;Indie;Action,0,960,337,14,15,200000-500000,0.0,color symphony
317470,Cubic Castles,2014-08-13,1,Cosmic Cow LLC,Cosmic Cow LLC,windows,0,MMO,Action;Adventure;Casual;Free to Play;Indie;Massively Multiplayer,Free to Play;Building;Multiplayer,0,2981,1176,93,161,500000-1000000,0.0,cubic castles
317510,Beyond Gravity,2014-09-23,1,Qwiboo Ltd,Qwiboo Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Action;Casual,Casual;Action;Indie,40,787,101,105,174,20000-50000,1.59,beyond gravity
317610,Prophour23,2014-10-22,1,The Secret Pie,The Secret Pie;Kurki.games,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie;Strategy,Strategy;Tower Defense;Indie,11,46,19,0,0,20000-50000,6.99,prophour23
317710,Velocibox,2014-09-08,1,Shawn Beck,Shawn Beck,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats;Steam Leaderboards,Action;Indie,Indie;Action;Difficult,24,527,68,199,199,50000-100000,4.59,velocibox
317720,Tiestru,2014-08-20,1,Warlock Arts,Warlock Arts,windows,0,Single-player,Action;Indie;Strategy,Action;Strategy;Indie,0,13,34,0,0,20000-50000,6.99,tiestru
317820,Guild of Dungeoneering,2015-07-14,1,Gambrinous,Versus Evil,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;RPG,RPG;Card Game;Turn-Based,49,1251,425,542,549,200000-500000,10.99,guild of dungeoneering
318100,AXYOS,2018-08-01,1,Axyos Games,Axyos Games,windows,0,Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Stats,Action;Indie;Massively Multiplayer,Action;Massively Multiplayer;FPS,21,1071,1007,320,320,200000-500000,3.99,axyos
318130,Doom & Destiny,2015-03-18,1,Heartbit Interactive,Heartbit Interactive,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats,Indie;RPG,RPG;Indie;RPGMaker,44,1580,54,0,0,50000-100000,6.99,doom   destiny
318230,Convoy,2015-04-21,1,Convoy Games,Indietopia Games ,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Adventure;Indie;RPG;Strategy,Strategy;Pixel Graphics;Indie,29,813,212,77,77,100000-200000,9.99,convoy
318310,Choice of the Deathless,2014-08-29,1,Choice of Games,Choice of Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Indie;RPG,Indie;Choose Your Own Adventure;RPG,32,292,22,0,0,20000-50000,3.99,choice of the deathless
318430,Squishy the Suicidal Pig,2014-10-23,1,Tomi Maarela;Elias Viglione,Panic Art Studios,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure;Indie,Indie;Platformer;Puzzle,11,2998,569,52,54,200000-500000,4.79,squishy the suicidal pig
